,Title,Year,Certification,Runtime,Genre,Summary,Votes,Ratings
938,Lost Highway,1997,R,134,"Mystery, Thriller","After a bizarre encounter at a party, a jazz saxophonist is framed for the murder of his wife and sent to prison, where he inexplicably morphs into a young mechanic and begins leading a new life.",121569,7.6
939,Sense and Sensibility,1995,G,136,"Drama, Romance","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",94617,7.6
940,Die Hard: With a Vengeance,1995,M,128,"Action, Adventure, Thriller","John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.",346785,7.6
941,Dead Man,1995,RC,115,"Drama, Fantasy, Western","On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world.",85422,7.6
942,The Bridges of Madison County,1995,M,135,"Drama, Romance","Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep), for four days in the 1960s.",67296,7.6
943,Apollo 13,1995,PG,140,"Adventure, Drama, History",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,251799,7.6
944,Interview with the Vampire: The Vampire Chronicles,1994,MA,123,"Drama, Horror","A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",279664,7.6
945,The Crow,1994,MA,97,"Action, Drama, Fantasy",A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,158425,7.6
946,The Piano,1993,MA,114,"Drama, Music, Romance","A mute woman is sent to 1850s New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.",74322,7.6
947,A Perfect World,1993,M,138,"Crime, Drama, Thriller","Kidnapped boy Phillip Perry (T.J. Lowther) strikes up a friendship with his captor Butch Haynes (Kevin Costner): an escaped convict on the run from the law, while the search is headed up by honorable Texas Ranger ""Red"" Garrett (Clint Eastwood).",69294,7.6
948,Falling Down,1993,M,113,"Crime, Drama, Thriller",An unemployed defense worker frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,159252,7.6
949,Dazed and Confused,1993,M,102,Comedy,The adventures of high school and junior high students on the last day of school in May 1976.,151110,7.6
950,My Cousin Vinny,1992,M,120,"Comedy, Crime","Two New Yorkers are accused of murder in rural Alabama while on their way back to college, and one of their cousins--an inexperienced, loudmouth lawyer not accustomed to Southern rules and manners--comes in to defend them.",99012,7.6
951,Chaplin,1992,M,143,"Biography, Comedy, Drama",A movie about the troubled and controversial life of the master comedy filmmaker Charlie Chaplin.,50681,7.6
952,Delicatessen,1991,M,99,"Comedy, Crime",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,76305,7.6
953,The Hunt for Red October,1990,PG,135,"Action, Adventure, Thriller","In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?",167798,7.6
954,Home Alone,1990,PG,103,"Comedy, Family",An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,417400,7.6
955,The Godfather: Part III,1990,M,162,"Crime, Drama","In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.",333526,7.6
956,When Harry Met Sally...,1989,M,95,"Comedy, Drama, Romance","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",181707,7.6
957,National Lampoon's Christmas Vacation,1989,M,97,Comedy,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.,136424,7.6
958,The Little Mermaid,1989,G,83,"Animation, Family, Fantasy",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,220666,7.6
959,The Abyss,1989,M,145,"Adventure, Drama, Mystery",A civilian diving team is enlisted to search for a lost nuclear submarine and face danger while encountering an alien aquatic species.,154350,7.6
960,The Naked Gun: From the Files of Police Squad!,1988,M,85,"Comedy, Crime",Incompetent police Detective Frank Drebin must foil an attempt to assassinateQueen Elizabeth II.,139730,7.6
961,Dangerous Liaisons,1988,M,119,"Drama, Romance",A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,61074,7.6
962,"Planes, Trains & Automobiles",1987,M,93,"Comedy, Drama",A man must struggle to travel home for Thanksgiving with an obnoxious slob of a shower curtain ring salesman as his only companion.,113107,7.6
963,Lethal Weapon,1987,M,109,"Action, Crime, Thriller",Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,223724,7.6
964,Indiana Jones and the Temple of Doom,1984,PG,118,"Action, Adventure","In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace.",417022,7.6
965,Blood Simple,1984,R,99,"Crime, Drama, Thriller","A rich but jealous man hires a private investigator to kill his cheating wife and her new man. But, when blood is involved, nothing is simple.",81441,7.6
966,The Meaning of Life,1983,M,107,"Comedy, Musical",The comedy team takes a look at life in all its stages in their own uniquely silly way.,107276,7.6
967,Sophie's Choice,1982,M,150,"Drama, Romance","Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",38239,7.6
968,The Secret of NIMH,1982,G,82,"Animation, Adventure, Drama","To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected.",34069,7.6
969,On Golden Pond,1981,NRC,109,Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",25916,7.6
970,Mad Max 2,1981,R,96,"Action, Adventure, Sci-Fi","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline rich community escape a horde of bandits.",157843,7.6
971,The Warriors,1979,R,92,"Action, Crime, Thriller","In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",87725,7.6
972,The Muppet Movie,1979,G,95,"Adventure, Comedy, Family","Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",30283,7.6
973,Escape from Alcatraz,1979,M,112,"Biography, Crime, Drama","Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",107722,7.6
974,Watership Down,1978,NRC,91,"Animation, Adventure, Drama",A group of rabbits flee their doomed warren and face many dangers to find and protect their new home.,31713,7.6
975,Midnight Express,1978,R,121,"Biography, Crime, Drama","Billy Hayes (Brad Davis), an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",67650,7.6
976,Close Encounters of the Third Kind,1977,NRC,138,"Drama, Sci-Fi","Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.",171591,7.6
977,Profondo rosso,1975,R,127,"Horror, Mystery, Thriller",A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,28719,7.6
978,Robin Hood,1973,G,83,"Animation, Adventure, Comedy",The story of the legendary outlaw is portrayed with the characters as humanoid animals.,106974,7.6
979,And Now for Something Completely Different,1971,NRC,88,Comedy,An anthology of the best sketches from the first and second seasons ofMonty Python's Flying Circus(1969).,27696,7.6
980,Little Big Man,1970,SOA,139,"Adventure, Comedy, Drama","Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",31133,7.6
981,Kelly's Heroes,1970,A,144,"Adventure, Comedy, War",A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,42452,7.6
982,The Producers,1967,G,88,"Comedy, Music",Producers Max Bialystock and Leo Bloom make money by producing a sure-fire flop.,47226,7.6
983,The Jungle Book,1967,G,78,"Animation, Adventure, Family",Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,155105,7.6
984,Blowup,1966,A,111,"Drama, Mystery, Thriller",A mod London photographer finds something very suspicious in the shots he has taken of a mysterious beauty in a desolate park.,52108,7.6
985,Pierrot le fou,1965,M,110,"Crime, Drama, Romance","Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",25999,7.6
986,A Hard Day's Night,1964,G,87,"Comedy, Music, Musical","Over two ""typical"" days in the life ofThe Beatles, the boys struggle to keep themselves and SirPaul McCartney's mischievous grandfather in check while preparing for a live television performance.",37695,7.6
987,Le mépris,1963,SOA,103,"Drama, Romance",Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.,25636,7.6
